Data;Pressao;Umidade;Temperatura1;Temperatura2;Precipitaçao
2021-08-01 00:12:38.648695;940.6808632530248;70.0;16.0;16.8;0.2
2021-08-01 00:27:38.647608;940.6004748195718;70.0;16.0;16.79;0.2
2021-08-01 00:42:38.647920;940.5326298647087;69.0;16.0;16.75;0.2
2021-08-01 00:57:38.648780;940.4112342422764;70.0;16.0;16.91;0.6000000000000001
2021-08-01 01:12:38.648024;940.4883751361122;69.0;16.0;16.97;0.6000000000000001
2021-08-01 01:27:38.649842;940.4012961723223;68.0;16.0;16.95;0.6000000000000001
2021-08-01 01:42:38.650561;940.2528148251398;68.0;16.0;16.98;0.6000000000000001
2021-08-01 01:57:38.648709;940.1380945702228;68.0;16.0;17.05;0.6000000000000001
2021-08-01 02:12:38.648730;939.9856027717173;68.0;16.0;16.85;0.6000000000000001
2021-08-01 02:27:38.651089;939.9340217533568;69.0;16.0;16.77;0.6000000000000001
2021-08-01 02:42:38.648581;939.9316274324373;69.0;16.0;16.68;0.6000000000000001
2021-08-01 02:57:38.648477;939.7326622739419;68.0;16.0;16.6;0.6000000000000001
2021-08-01 03:12:38.648238;939.8218274010968;69.0;16.0;16.58;0.6000000000000001
2021-08-01 03:27:38.648774;939.8187898432076;69.0;16.0;16.55;0.6000000000000001
2021-08-01 03:42:38.648578;939.6732669440152;69.0;16.0;16.52;0.6000000000000001
2021-08-01 03:57:38.648569;939.557304253991;69.0;16.0;16.46;0.6000000000000001
2021-08-01 04:12:38.648672;939.1617731559749;69.0;16.0;24.52;0.6000000000000001
2021-08-01 04:27:38.648606;939.7266789035613;69.0;16.0;16.43;0.6000000000000001
2021-08-01 04:42:38.648615;939.7510546128357;69.0;16.0;16.41;0.6000000000000001
2021-08-01 04:57:38.650827;940.034313138958;69.0;16.0;16.37;0.6000000000000001
2021-08-01 05:12:38.648672;940.0769045263492;69.0;16.0;16.37;0.6000000000000001
2021-08-01 05:27:38.648654;940.2401011187676;69.0;16.0;16.38;0.6000000000000001
2021-08-01 05:42:38.648729;940.3794585877977;69.0;16.0;16.34;0.6000000000000001
2021-08-01 05:57:38.648643;940.4830549595946;69.0;16.0;16.34;0.6000000000000001
2021-08-01 06:12:38.648603;940.5528058148043;69.0;16.0;16.31;0.6000000000000001
2021-08-01 06:27:38.648564;940.7314400467752;69.0;16.0;16.3;0.6000000000000001
2021-08-01 06:42:38.649903;940.9863612936916;69.0;16.0;16.3;0.6000000000000001
2021-08-01 06:57:38.646941;941.2852735545041;69.0;16.0;16.29;0.6000000000000001
2021-08-01 07:12:38.647939;941.3587248114164;69.0;16.0;16.27;0.6000000000000001
2021-08-01 07:27:38.650802;941.5062988006035;69.0;16.0;16.26;0.6000000000000001
2021-08-01 07:42:38.647251;941.649810808405;69.0;16.0;16.25;0.6000000000000001
2021-08-01 07:57:38.648482;941.7275005415748;69.0;16.0;16.25;0.6000000000000001
2021-08-01 08:12:38.648539;941.7067433807999;69.0;16.0;16.25;0.6000000000000001
2021-08-01 08:27:38.648704;942.0315249234386;69.0;16.0;16.24;0.6000000000000001
2021-08-01 08:42:38.648270;942.1655988856254;69.0;16.0;16.27;0.6000000000000001
2021-08-01 08:57:38.648505;942.3662612642647;69.0;16.0;16.28;0.6000000000000001
2021-08-01 09:12:38.650646;942.284816089197;70.0;16.0;16.28;0.6000000000000001
2021-08-01 09:27:38.647636;942.3651891985194;69.0;16.0;16.29;0.6000000000000001
2021-08-01 09:42:38.648629;942.388943579892;69.0;16.0;16.3;0.6000000000000001
2021-08-01 09:57:38.650756;942.3435730674718;69.0;16.0;16.31;0.6000000000000001
2021-08-01 10:12:38.648599;942.3119901130551;69.0;16.0;16.35;0.6000000000000001
