Data;Pressao;Umidade;Temperatura1;Temperatura2;Precipitaçao
2021-08-20 00:12:28.049878;930.5534520355253;63.0;22.0;22.58;0.0
2021-08-20 00:12:31.712635;930.5719208166973;63.0;22.0;22.58;0.0
2021-08-20 00:27:28.046751;930.6332326419188;63.0;22.0;22.53;0.0
2021-08-20 00:27:31.711256;930.6138796514857;63.0;22.0;22.52;0.0
2021-08-20 00:42:28.049464;930.4830907168152;63.0;22.0;22.48;0.0
2021-08-20 00:42:31.712034;930.5796778785156;64.0;22.0;22.47;0.0
2021-08-20 00:57:28.046263;930.4804266090629;64.0;22.0;22.43;0.0
2021-08-20 00:57:31.711358;930.5381002848653;64.0;22.0;22.42;0.0
2021-08-20 01:12:28.049566;930.5146713186455;64.0;22.0;22.36;0.0
2021-08-20 01:12:31.711839;930.5237471266842;63.0;21.0;22.36;0.0
2021-08-20 01:27:28.050376;930.4457446217789;64.0;22.0;22.3;0.0
2021-08-20 01:27:31.711999;930.5087916883983;63.0;21.0;22.29;0.0
2021-08-20 01:42:28.047097;930.4498279479042;63.0;21.0;22.23;0.0
2021-08-20 01:42:31.711628;930.4722746316853;64.0;21.0;22.23;0.0
2021-08-20 01:57:28.050664;930.4335654016978;64.0;21.0;22.2;0.0
2021-08-20 01:57:31.711844;930.418204804306;64.0;21.0;22.19;0.0
2021-08-20 02:12:28.048077;930.4055144649875;64.0;21.0;22.13;0.0
2021-08-20 02:12:31.710751;930.350653255755;64.0;21.0;22.12;0.0
2021-08-20 02:27:28.048077;930.2838288647322;64.0;21.0;22.08;0.0
2021-08-20 02:27:31.711217;930.2550985809763;64.0;21.0;22.07;0.0
2021-08-20 02:42:28.048023;930.2136129342424;64.0;21.0;22.06;0.0
2021-08-20 02:42:31.712342;930.2113169247542;64.0;21.0;22.06;0.0
2021-08-20 02:57:28.045824;930.2222574813957;64.0;21.0;22.02;0.0
2021-08-20 02:57:31.711482;930.1966131378707;64.0;21.0;22.0;0.0
2021-08-20 03:12:28.045142;930.1871119160153;65.0;21.0;21.96;0.0
2021-08-20 03:12:31.712231;930.1740510685274;65.0;21.0;21.96;0.0
2021-08-20 03:27:28.049737;930.1986535121844;65.0;21.0;21.92;0.0
2021-08-20 03:27:31.712452;930.2298461796564;65.0;21.0;21.92;0.0
2021-08-20 03:42:28.046851;930.1937448656427;65.0;21.0;21.9;0.0
2021-08-20 03:42:31.711515;930.1513496481188;65.0;21.0;21.88;0.0
2021-08-20 03:57:28.047944;930.2324729013977;65.0;21.0;21.86;0.0
2021-08-20 03:57:34.236316;930.2080463835005;65.0;21.0;21.85;0.0
2021-08-20 04:12:28.048033;930.0851391275243;65.0;21.0;21.86;0.0
2021-08-20 04:12:31.712769;930.0373684608184;65.0;21.0;21.84;0.0
2021-08-20 04:27:28.048978;930.1085037633512;65.0;21.0;21.81;0.0
2021-08-20 04:27:31.711628;930.093143193443;64.0;21.0;21.8;0.0
2021-08-20 04:42:28.050455;930.1817752183418;64.0;21.0;21.75;0.0
2021-08-20 04:42:31.711241;930.1141876066973;65.0;21.0;21.74;0.0
2021-08-20 04:57:28.050908;930.1654867449643;65.0;21.0;21.72;0.0
