Data;Pressao;Umidade;Temperatura1;Temperatura2;Precipitaçao
2021-08-02 00:12:38.650881;939.0799776956871;74.0;17.0;17.49;0.6000000000000001
2021-08-02 00:27:38.648619;939.027811941657;73.0;17.0;17.44;0.6000000000000001
2021-08-02 00:42:38.648700;938.9174259147588;73.0;17.0;17.4;0.6000000000000001
2021-08-02 00:57:38.650705;938.6799344698184;73.0;17.0;17.37;0.6000000000000001
2021-08-02 01:12:38.648570;938.6914671762747;73.0;17.0;17.36;0.6000000000000001
2021-08-02 01:27:38.648576;938.4551208900925;73.0;17.0;17.35;0.6000000000000001
2021-08-02 01:42:38.648562;938.3657976238917;74.0;17.0;17.34;0.6000000000000001
2021-08-02 01:57:38.648562;938.5133653984329;73.0;17.0;17.31;0.6000000000000001
2021-08-02 02:12:38.648580;938.3836793670748;73.0;17.0;17.31;0.6000000000000001
2021-08-02 02:27:38.648700;938.2006919655038;73.0;17.0;17.29;0.6000000000000001
2021-08-02 02:42:38.650959;938.0788220265845;73.0;17.0;17.27;0.6000000000000001
2021-08-02 02:57:38.647815;937.9762342662315;73.0;16.0;17.26;0.6000000000000001
2021-08-02 03:12:38.648038;937.9007375886364;74.0;16.0;17.25;0.6000000000000001
2021-08-02 03:27:38.649431;937.5725740069221;73.0;16.0;17.22;0.6000000000000001
2021-08-02 03:42:38.648606;937.6037035901884;74.0;16.0;17.22;0.6000000000000001
2021-08-02 03:57:38.648565;937.4700548233069;74.0;16.0;17.19;0.6000000000000001
2021-08-02 04:12:38.648486;937.5216569045573;74.0;16.0;17.17;0.6000000000000001
2021-08-02 04:27:38.648544;937.2131216079412;74.0;16.0;17.15;0.6000000000000001
2021-08-02 04:42:38.647857;937.3661279453576;74.0;16.0;17.14;0.6000000000000001
2021-08-02 04:57:38.648574;937.3569439352046;74.0;16.0;17.12;0.6000000000000001
2021-08-02 05:12:38.648633;937.4151515672479;73.0;16.0;17.11;0.6000000000000001
2021-08-02 05:27:38.648706;937.4799715894737;74.0;16.0;17.11;0.6000000000000001
2021-08-02 05:42:38.647144;937.5142837635409;74.0;16.0;17.06;0.6000000000000001
2021-08-02 05:57:38.648549;937.613946832205;74.0;16.0;17.05;0.6000000000000001
2021-08-02 06:12:38.648617;937.7476181064928;74.0;16.0;17.06;0.6000000000000001
2021-08-02 06:27:38.648579;937.8213549209536;73.0;16.0;17.05;0.6000000000000001
2021-08-02 06:42:38.647305;938.0080449549422;73.0;16.0;17.02;0.6000000000000001
2021-08-02 06:57:38.648500;938.0365561854522;73.0;16.0;17.03;0.6000000000000001
2021-08-02 07:12:38.648620;938.2321413045378;73.0;16.0;17.03;0.6000000000000001
