Data;Pressao;Umidade;Temperatura1;Temperatura2;Precipitaçao
2021-07-22 00:13:30.079171;938.9036119966787;65.0;17.0;18.47;0.0
2021-07-22 00:28:30.077689;938.7296083976316;66.0;17.0;18.45;0.0
2021-07-22 00:43:30.077677;938.7762817908635;66.0;17.0;18.4;0.0
2021-07-22 00:58:30.077267;938.6823150965871;67.0;17.0;18.3;0.0
2021-07-22 01:13:32.605875;938.7055340920879;68.0;17.0;18.26;0.0
2021-07-22 01:28:30.079237;938.53914837529;71.0;17.0;18.22;0.0
2021-07-22 01:43:30.076794;938.4430187923708;68.0;17.0;18.23;0.0
2021-07-22 01:58:30.073999;938.352022187481;68.0;17.0;18.18;0.0
2021-07-22 02:13:30.076894;938.3959950803323;68.0;17.0;18.15;0.0
2021-07-22 02:28:30.077428;938.3958929399932;69.0;17.0;18.1;0.0
2021-07-22 02:43:30.076828;938.3036183792739;69.0;17.0;18.08;0.0
2021-07-22 02:58:30.077650;938.2293396542691;69.0;17.0;18.04;0.0
2021-07-22 03:13:32.605880;938.3372484015894;69.0;17.0;18.04;0.0
2021-07-22 03:28:30.077803;938.2592347481775;72.0;17.0;17.99;0.0
2021-07-22 03:43:30.077731;938.2028360606864;69.0;17.0;17.94;0.0
2021-07-22 03:58:30.078888;938.2445554735226;69.0;17.0;17.97;0.0
2021-07-22 04:13:30.077738;938.2390011942222;69.0;17.0;17.9;0.0
2021-07-22 04:28:30.077788;938.2931187645792;69.0;17.0;17.84;0.0
2021-07-22 04:43:30.077478;938.2504502977516;69.0;17.0;17.84;0.0
2021-07-22 04:58:30.076390;938.3590962470516;69.0;17.0;17.76;0.0
2021-07-22 05:13:30.076969;938.4834253223158;69.0;17.0;17.74;0.0
2021-07-22 05:28:30.077015;938.5122610563203;69.0;17.0;17.75;0.0
2021-07-22 05:43:30.076991;938.6505179058556;69.0;17.0;17.67;0.0
2021-07-22 05:58:30.077657;938.950164508913;70.0;16.0;17.64;0.0
2021-07-22 06:13:30.077890;939.0279829257507;70.0;17.0;17.66;0.0
2021-07-22 06:28:30.079640;939.2523408236224;70.0;17.0;17.64;0.0
2021-07-22 06:43:30.076956;939.5081233714428;70.0;16.0;17.64;0.0
2021-07-22 06:58:30.077642;939.6981067662786;70.0;16.0;17.56;0.0
2021-07-22 07:13:30.076966;939.9141157502683;70.0;16.0;17.62;0.0
2021-07-22 07:28:30.077714;940.1176772613509;70.0;16.0;17.62;0.0
2021-07-22 07:43:30.077424;940.3204299976222;70.0;17.0;17.64;0.0
2021-07-22 07:58:30.077686;940.4450074546336;70.0;17.0;17.65;0.0
2021-07-22 08:13:30.077455;940.6286961194927;70.0;17.0;17.87;0.0
2021-07-22 08:28:30.077723;940.7974518905746;70.0;17.0;17.87;0.0
2021-07-22 08:43:30.077763;940.883145681192;70.0;17.0;17.9;0.0
2021-07-22 08:58:30.077820;941.0314657339742;70.0;17.0;17.92;0.0
2021-07-22 09:13:30.077532;941.1731571194183;70.0;17.0;17.95;0.0
2021-07-22 09:28:30.077773;941.1512436070751;70.0;17.0;17.95;0.0
2021-07-22 09:43:30.077757;941.2231478253769;70.0;17.0;17.99;0.0
2021-07-22 09:58:30.077714;941.1285329615437;69.0;17.0;18.01;0.0
2021-07-22 10:13:30.077097;941.0613314220218;69.0;17.0;18.03;0.0
2021-07-22 10:28:30.077819;940.9537183587393;69.0;17.0;18.07;0.0
2021-07-22 10:43:30.077829;940.9866482420006;68.0;17.0;18.11;0.0
2021-07-22 10:58:30.077777;940.9673168868169;68.0;17.0;18.15;0.0
2021-07-22 11:13:30.077063;940.8273491695886;68.0;17.0;18.18;0.0
2021-07-22 11:28:30.079743;940.682447558764;67.0;17.0;18.25;0.0
2021-07-22 11:43:30.077795;940.4890063364666;67.0;17.0;18.29;0.0
2021-07-22 11:58:30.077680;940.2932169977122;66.0;17.0;18.34;0.0
2021-07-22 12:13:30.076952;940.1495312226128;65.0;17.0;18.45;0.0
2021-07-22 12:28:30.077811;939.9690336107421;65.0;17.0;18.47;0.0
2021-07-22 12:43:30.077915;939.8328629906749;65.0;17.0;18.53;0.0
2021-07-22 12:58:30.077884;939.5363202750345;64.0;17.0;18.82;0.0
2021-07-22 13:13:30.077389;939.2741487056019;64.0;18.0;18.9;0.0
2021-07-22 13:28:30.077576;939.107814530645;64.0;18.0;18.89;0.0
2021-07-22 13:43:30.077551;938.8863034633463;64.0;18.0;18.77;0.0
2021-07-22 13:58:30.077087;938.5844805497653;63.0;18.0;18.71;0.0
2021-07-22 14:13:30.077611;938.445392550807;60.0;18.0;18.69;0.0
2021-07-22 14:28:30.077454;938.256862154062;60.0;18.0;18.67;0.0
2021-07-22 14:43:30.077657;938.0595222346915;57.0;18.0;18.69;0.0
2021-07-22 14:58:30.077839;937.9699613344319;57.0;18.0;18.78;0.0
2021-07-22 15:13:30.078126;937.9243423720415;60.0;18.0;18.82;0.0
2021-07-22 15:28:30.078012;937.9115831719339;63.0;18.0;18.86;0.0
2021-07-22 15:43:30.077530;937.8517368343456;66.0;18.0;18.91;0.0
2021-07-22 15:58:30.077704;937.8946872599973;67.0;18.0;18.96;0.0
2021-07-22 16:13:30.077180;937.8829977931337;68.0;18.0;18.98;0.0
2021-07-22 16:28:30.079747;937.8088078438473;69.0;18.0;19.0;0.0
2021-07-22 16:43:30.077734;937.8310895650033;69.0;18.0;19.0;0.0
2021-07-22 16:58:30.077846;938.0389408882793;70.0;18.0;19.03;0.0
2021-07-22 17:13:30.077727;938.0558717990905;70.0;18.0;19.0;0.0
2021-07-22 17:28:30.078075;938.0026522668112;71.0;18.0;19.01;0.0
2021-07-22 17:43:30.077063;938.0559809218057;72.0;18.0;19.03;0.0
2021-07-22 17:58:30.077757;938.0246232760342;71.0;18.0;19.01;0.0
2021-07-22 18:10:11.550506;938.1064737462656;71.0;18.0;19.18;0.0
2021-07-22 18:11:27.139092;938.0272199519306;70.0;18.0;19.19;0.0
2021-07-22 18:11:55.965723;938.0414381091997;70.0;18.0;19.18;0.0
2021-07-22 18:14:02.858661;938.1350981131156;73.0;18.0;19.22;0.0
2021-07-22 18:20:11.992474;938.2001375094712;71.0;18.0;19.22;0.0
2021-07-22 18:21:20.959505;938.1792713367649;70.0;18.0;19.19;0.0
2021-07-22 18:28:57.685930;938.1363087136114;71.0;18.0;19.21;0.0
2021-07-22 18:30:18.691691;938.140249536301;72.0;18.0;19.19;0.0
2021-07-22 18:32:40.062879;938.109299449868;72.0;18.0;19.19;0.0
2021-07-22 18:35:20.159874;938.1650544862606;71.0;18.0;19.2;0.0
2021-07-22 18:36:49.934965;938.1324880420465;72.0;18.0;19.18;0.0
2021-07-22 18:38:00.744712;938.1715095295976;72.0;18.0;19.18;0.0
2021-07-22 18:39:52.755192;938.1300681504424;72.0;18.0;19.2;0.0
2021-07-22 18:54:52.758968;938.2938093591787;72.0;18.0;19.11;0.0
2021-07-22 19:05:38.164358;938.630688049872;72.0;18.0;19.04;0.0
2021-07-22 19:07:11.612355;938.5683767764605;72.0;18.0;19.02;0.0
2021-07-22 19:22:11.617395;938.7516893763258;73.0;18.0;18.92;0.0
2021-07-22 19:37:11.620417;939.0136079303561;73.0;18.0;18.78;0.0
2021-07-22 19:52:11.620101;939.1642787756897;74.0;18.0;18.69;0.0
2021-07-22 20:07:11.619790;939.1173840515737;74.0;18.0;18.71;0.0
2021-07-22 20:22:11.620536;939.2461797411255;74.0;18.0;18.71;0.0
2021-07-22 20:37:11.619318;939.2878480254396;74.0;18.0;18.7;0.0
2021-07-22 20:52:12.144570;939.3932006217093;74.0;18.0;18.72;0.0
2021-07-22 21:07:12.153407;939.5029106040676;75.0;18.0;18.86;0.0
2021-07-22 21:22:11.620033;939.536687556605;74.0;18.0;18.86;0.0
2021-07-22 21:37:11.619180;939.6837446046582;74.0;18.0;18.87;0.0
2021-07-22 21:52:11.618490;939.8683759474562;73.0;18.0;18.62;0.0
2021-07-22 22:07:11.616377;939.9612528226685;73.0;18.0;18.46;0.0
2021-07-22 22:22:11.617538;940.0346235729126;72.0;17.0;18.31;0.0
2021-07-22 22:37:11.617575;940.0782864163017;72.0;17.0;18.26;0.0
2021-07-22 22:52:11.615775;940.0079784121663;72.0;17.0;18.19;0.0
2021-07-22 23:07:11.616831;939.8230600040579;72.0;17.0;18.13;0.0
2021-07-22 23:22:16.673640;939.8787436752729;74.0;17.0;18.31;0.0
2021-07-22 23:37:11.617008;939.8263378697555;74.0;17.0;18.49;0.0
2021-07-22 23:52:11.617555;939.8067336262695;72.0;18.0;18.48;0.0
