Data;Pressao;Umidade;Temperatura1;Temperatura2;Precipitaçao
2021-08-03 00:12:38.648630;937.4523262828283;75.0;17.0;17.85;0.6000000000000001
2021-08-03 00:27:38.648654;937.5455332709465;75.0;17.0;17.83;0.6000000000000001
2021-08-03 00:42:38.648654;937.4675704555365;75.0;17.0;17.78;0.6000000000000001
2021-08-03 00:57:38.647854;937.3885265387545;76.0;17.0;17.79;0.6000000000000001
2021-08-03 01:12:38.650709;937.2908968037684;75.0;17.0;17.76;0.6000000000000001
2021-08-03 01:27:38.648672;937.276545245715;76.0;17.0;17.74;0.6000000000000001
2021-08-03 01:42:38.648721;937.0158286314825;76.0;17.0;17.75;0.6000000000000001
2021-08-03 01:57:38.650624;936.9172831596488;75.0;17.0;17.79;0.6000000000000001
2021-08-03 02:12:38.647893;936.8901453667287;75.0;17.0;17.8;0.6000000000000001
2021-08-03 02:27:38.648712;936.6526483443378;75.0;17.0;17.77;0.6000000000000001
2021-08-03 02:42:38.648658;936.3307519818101;75.0;17.0;17.78;0.6000000000000001
2021-08-03 02:57:38.647941;936.2891316618751;75.0;17.0;17.79;0.6000000000000001
2021-08-03 03:12:38.648574;936.3890698158326;75.0;17.0;17.77;0.6000000000000001
2021-08-03 03:27:38.650743;936.2643620851513;75.0;17.0;17.74;0.6000000000000001
2021-08-03 03:42:38.649925;936.2941969454843;75.0;17.0;17.77;0.6000000000000001
2021-08-03 03:57:38.649950;936.3708571078147;75.0;17.0;17.72;0.6000000000000001
2021-08-03 04:12:38.648468;936.3966426029805;76.0;17.0;17.7;0.6000000000000001
2021-08-03 04:27:38.648577;936.3499587639467;76.0;17.0;17.69;0.6000000000000001
2021-08-03 04:42:38.649502;936.4655552410094;75.0;17.0;17.7;0.6000000000000001
2021-08-03 04:57:38.648394;936.4577977140079;76.0;17.0;17.7;0.6000000000000001
2021-08-03 05:12:38.647858;936.6394582042793;75.0;17.0;17.7;0.6000000000000001
2021-08-03 05:27:38.646945;936.7456261029287;75.0;17.0;17.68;0.6000000000000001
2021-08-03 05:42:38.648071;936.6081122204356;75.0;17.0;17.68;0.6000000000000001
2021-08-03 05:57:38.647280;936.939081442085;75.0;17.0;17.69;0.6000000000000001
2021-08-03 06:12:38.647765;937.0441791475293;75.0;17.0;17.66;0.6000000000000001
2021-08-03 06:27:38.648750;937.184246203287;75.0;17.0;17.67;0.6000000000000001
2021-08-03 06:42:38.648472;937.3904726928573;75.0;17.0;17.65;0.6000000000000001
2021-08-03 06:57:38.648687;937.5086361927891;75.0;17.0;17.67;0.6000000000000001
2021-08-03 07:12:38.650575;937.5579814325743;76.0;17.0;17.66;0.6000000000000001
2021-08-03 07:27:38.646757;937.7822944609952;76.0;17.0;17.66;0.6000000000000001
2021-08-03 07:42:38.646542;937.9057586136651;76.0;17.0;17.65;0.6000000000000001
2021-08-03 07:57:38.646064;938.0626283804511;76.0;17.0;17.64;0.6000000000000001
2021-08-03 08:12:38.646341;938.2338771993719;76.0;17.0;17.65;0.6000000000000001
2021-08-03 08:27:38.645377;938.3558608532818;76.0;17.0;17.65;0.6000000000000001
2021-08-03 08:42:38.646132;938.5156110807242;76.0;17.0;17.65;0.6000000000000001
2021-08-03 08:57:38.646361;938.705047543916;76.0;17.0;17.66;0.6000000000000001
2021-08-03 09:12:38.645579;938.7710829433584;76.0;17.0;17.65;0.6000000000000001
2021-08-03 09:27:38.646139;938.946396543412;76.0;17.0;17.87;0.6000000000000001
2021-08-03 09:42:38.646451;939.003223388235;76.0;17.0;18.02;0.6000000000000001
2021-08-03 09:57:38.646550;938.9925678296041;76.0;17.0;18.0;0.6000000000000001
2021-08-03 10:12:38.645802;939.0180447456052;76.0;17.0;17.95;0.6000000000000001
2021-08-03 10:27:38.646208;939.0801319920843;76.0;17.0;17.92;0.6000000000000001
2021-08-03 10:42:38.646436;938.9725480235995;77.0;17.0;17.91;0.6000000000000001
2021-08-03 10:57:38.646422;939.0010822890075;76.0;17.0;17.92;0.6000000000000001
2021-08-03 11:12:38.646481;938.650418465006;76.0;17.0;17.88;0.6000000000000001
2021-08-03 11:27:38.646340;938.5646876529266;76.0;17.0;17.9;0.6000000000000001
2021-08-03 11:42:38.645277;938.4037101952501;76.0;17.0;17.9;0.6000000000000001
2021-08-03 11:57:38.645659;938.2830646705207;75.0;17.0;17.92;0.6000000000000001
2021-08-03 12:12:38.647527;938.0185404355611;75.0;17.0;17.93;0.6000000000000001
2021-08-03 12:27:38.646484;937.9079926435656;75.0;17.0;17.94;0.6000000000000001
2021-08-03 12:42:38.646450;937.8897973450725;75.0;17.0;17.94;0.6000000000000001
2021-08-03 12:57:38.646574;937.5978117032041;75.0;17.0;17.96;0.6000000000000001
2021-08-03 13:12:38.646431;937.3993621411969;75.0;17.0;17.95;0.6000000000000001
2021-08-03 13:27:38.648062;937.3369992607819;75.0;17.0;17.96;0.6000000000000001
2021-08-03 13:42:38.647182;937.1828880007549;75.0;17.0;17.98;0.6000000000000001
2021-08-03 13:57:38.646696;937.1606496314075;75.0;17.0;17.98;0.6000000000000001
2021-08-03 14:12:38.646510;936.9439923343965;75.0;17.0;17.99;0.6000000000000001
2021-08-03 14:27:38.645544;936.6883893385482;75.0;17.0;17.99;0.6000000000000001
2021-08-03 14:42:38.645473;936.8467073229168;75.0;17.0;18.0;0.6000000000000001
2021-08-03 14:57:38.646564;936.8077610088326;75.0;17.0;18.0;0.6000000000000001
2021-08-03 15:12:38.645740;936.7453841694986;74.0;17.0;18.01;0.6000000000000001
2021-08-03 15:27:38.646543;936.7349349820437;74.0;17.0;18.02;0.6000000000000001
2021-08-03 15:42:38.645095;936.7494182542036;74.0;17.0;18.01;0.6000000000000001
2021-08-03 15:57:38.646427;936.97534130041;74.0;17.0;18.01;0.6000000000000001
2021-08-03 16:12:38.646538;937.037404335636;74.0;17.0;18.0;0.6000000000000001
2021-08-03 16:27:38.646406;937.3204699783349;74.0;17.0;17.99;0.6000000000000001
2021-08-03 16:42:38.645619;937.516071652941;73.0;17.0;17.98;0.6000000000000001
2021-08-03 16:57:38.646333;937.7743391805302;73.0;17.0;17.96;0.6000000000000001
2021-08-03 17:12:41.174133;937.8938364196672;73.0;17.0;17.95;0.6000000000000001
2021-08-03 17:27:41.173545;938.0859031985376;73.0;17.0;17.96;0.6000000000000001
2021-08-03 17:42:38.645734;938.2065656655899;76.0;17.0;17.94;0.6000000000000001
2021-08-03 17:57:38.645620;938.3233994264207;73.0;17.0;17.94;0.6000000000000001
2021-08-03 18:12:38.645305;938.358390211163;72.0;17.0;17.91;0.6000000000000001
2021-08-03 18:27:38.645738;938.4599035317742;72.0;17.0;17.93;0.6000000000000001
2021-08-03 18:42:38.645245;938.5661639909994;72.0;17.0;17.89;0.6000000000000001
2021-08-03 18:57:38.642810;938.7138462158355;73.0;17.0;17.88;0.6000000000000001
2021-08-03 19:12:38.642714;938.7164835244444;72.0;17.0;17.87;0.6000000000000001
2021-08-03 19:27:38.642814;938.8330574092838;73.0;17.0;17.84;0.6000000000000001
2021-08-03 19:42:38.642698;938.9265462834336;72.0;17.0;17.83;0.6000000000000001
2021-08-03 19:57:38.642606;938.9603362637296;72.0;17.0;17.81;0.6000000000000001
2021-08-03 20:12:38.642693;939.105684104908;72.0;17.0;17.82;0.6000000000000001
2021-08-03 20:27:38.642764;939.1573358350469;72.0;17.0;17.79;0.6000000000000001
2021-08-03 20:42:38.647267;939.2560073476614;72.0;17.0;17.78;0.6000000000000001
2021-08-03 20:57:38.642804;939.3116560903015;73.0;17.0;17.78;0.6000000000000001
2021-08-03 21:12:38.642924;939.3557904448412;73.0;17.0;17.77;0.6000000000000001
2021-08-03 21:27:38.644260;939.4492239379766;73.0;17.0;17.78;0.6000000000000001
2021-08-03 21:42:38.644734;939.5314249846514;73.0;17.0;17.81;0.6000000000000001
2021-08-03 21:57:38.644250;939.4939171519549;73.0;17.0;17.83;0.6000000000000001
2021-08-03 22:12:38.644121;939.5028507022346;72.0;17.0;17.82;0.6000000000000001
2021-08-03 22:27:38.645009;939.4650972341713;73.0;17.0;17.79;0.6000000000000001
2021-08-03 22:42:38.645119;939.4414429582673;73.0;17.0;17.78;0.6000000000000001
2021-08-03 22:57:38.647289;939.3534849479712;73.0;17.0;17.79;0.6000000000000001
2021-08-03 23:12:38.644524;939.3520559010997;73.0;17.0;17.77;0.6000000000000001
2021-08-03 23:27:38.650822;939.3543603903531;73.0;17.0;17.76;0.6000000000000001
2021-08-03 23:42:38.644441;939.2790723959905;73.0;17.0;17.77;0.6000000000000001
2021-08-03 23:57:38.645061;939.1219478070924;73.0;17.0;17.72;0.6000000000000001
