Data;Pressao;Umidade;Temperatura1;Temperatura2;Precipitaçao
2021-08-11 20:03:31.456503;935.511399906641;70.0;18.0;19.67;0.0
2021-08-11 20:18:31.461522;935.4794153734696;71.0;19.0;19.82;0.0
2021-08-11 20:33:44.100864;935.7421977624713;72.0;19.0;19.86;0.0
2021-08-11 20:48:31.463809;935.930961692861;72.0;19.0;19.87;0.0
2021-08-11 21:03:39.045511;935.8629759397595;72.0;19.0;19.91;0.0
2021-08-11 21:18:31.462535;936.0355436657164;72.0;19.0;19.96;0.0
2021-08-11 21:33:31.996070;936.1063012610562;72.0;19.0;19.93;0.0
2021-08-11 21:48:31.463412;935.8812794098188;72.0;19.0;19.91;0.0
2021-08-11 22:03:31.997353;936.0034407101449;69.0;19.0;19.9;0.0
2021-08-11 22:18:31.464312;936.2328944012444;73.0;19.0;19.88;0.0
2021-08-11 22:33:36.518041;936.2849772181622;72.0;19.0;19.88;0.0
2021-08-11 22:48:33.989786;936.4229633477188;72.0;19.0;19.86;0.0
2021-08-11 23:03:31.461393;936.3696308108914;72.0;19.0;19.87;0.0
2021-08-11 23:18:31.460831;936.3996982674203;73.0;19.0;19.87;0.0
2021-08-11 23:33:31.461485;936.2886056403861;74.0;19.0;19.93;0.0
2021-08-11 23:48:31.461558;936.1576316938773;74.0;19.0;19.84;0.0
